,day_index,Consortia,Corp,Discount,Group,Misc,OTA,Promo,Ret,Leisure,day_index_mean,Consortia_mean,Corp_mean,Discount_mean,Group_mean,Misc_mean,OTA_mean,Promo_mean,Ret_mean,Leisure_mean
52,52,0,40,80,0,865,80,65,125,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
53,53,10,10,70,0,585,105,85,185,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
54,54,35,10,10,0,500,45,10,100,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
55,55,45,90,45,0,465,60,10,130,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
56,56,35,55,30,0,745,55,15,85,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
57,57,35,65,70,0,825,5,10,215,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
58,58,15,45,130,10,570,90,25,180,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
59,59,5,70,70,10,580,135,40,170,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
60,60,0,100,70,15,580,125,65,235,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
61,61,0,65,15,15,520,85,5,185,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
62,62,95,165,10,15,735,45,5,40,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
63,63,30,60,90,10,565,35,15,90,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
64,64,35,40,80,10,695,25,10,120,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
65,65,15,60,65,5,515,85,40,80,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
66,66,0,25,60,0,655,100,45,215,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
67,67,0,15,20,10,695,25,40,90,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
68,68,15,40,55,20,535,30,50,90,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
69,69,10,130,45,0,440,25,5,100,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
70,70,35,75,30,15,665,50,0,30,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
71,71,30,95,55,5,630,50,5,60,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
72,72,0,20,70,0,915,40,30,80,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
73,73,5,25,55,0,660,30,60,115,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
74,74,0,25,110,0,790,85,115,110,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
75,75,15,15,35,0,575,70,10,40,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
76,76,55,90,55,0,495,60,35,95,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
77,77,10,160,70,0,480,100,15,75,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
78,78,30,65,50,0,475,70,10,95,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
79,79,35,55,30,0,710,100,40,120,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
80,80,35,25,110,90,520,100,70,150,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
81,81,0,10,100,145,600,125,70,140,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
82,82,30,10,30,0,520,140,45,115,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
83,83,40,245,60,0,500,80,45,130,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
84,84,35,200,70,0,460,115,10,220,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
85,85,25,165,65,0,725,70,55,100,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
86,86,40,70,95,0,620,75,40,140,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
87,87,0,20,115,0,840,115,55,180,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
88,88,20,40,65,0,925,80,135,140,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
89,89,25,60,10,0,540,30,15,100,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
90,90,5,25,25,0,760,20,30,130,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
91,91,20,120,80,0,420,85,25,55,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
92,92,45,85,105,0,825,60,5,180,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
93,93,50,35,70,0,725,65,10,175,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
94,94,0,35,80,30,675,110,55,150,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
95,95,0,70,85,20,640,150,105,140,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
96,96,10,15,25,0,1025,20,10,50,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
97,97,40,85,30,10,535,30,20,70,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
98,98,5,175,15,0,1205,0,15,20,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
99,99,20,65,35,0,475,5,15,65,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
100,100,10,30,15,0,605,35,0,10,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
101,101,40,15,130,0,720,160,50,150,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
102,102,25,15,160,0,595,220,90,140,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
103,103,0,50,30,5,545,70,35,115,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
104,104,45,190,40,0,910,110,20,115,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
105,105,35,120,25,0,555,120,25,120,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
106,106,15,40,45,0,860,60,10,185,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
107,107,0,15,35,0,780,145,10,130,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
108,108,0,40,95,0,540,150,40,150,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
109,109,0,15,85,0,665,100,25,135,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
110,110,0,15,25,0,915,40,10,65,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
111,111,25,120,40,50,525,80,10,125,0,182.0,19.561643835616437,68.6986301369863,55.93150684931507,18.45205479452055,659.2465753424658,69.5068493150685,27.698630136986303,120.63013698630137,1
